Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2, I3_1, Ang3_1, I3_2, Ang3_2, I3_3, Ang3_3, I3_4, Ang3_4, Iresid3, AngResid3
Line.LN6046143-1,   0.305151,   169.10,          0,     0.00,          0,     0.00,          0,     0.00,   0.305151,   169.10,   0.305359,   -11.05,          0,     0.00,          0,     0.00,          0,     0.00,   0.305359,   -11.05,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5803287-1,    2.96842,    65.41,          0,     0.00,          0,     0.00,          0,     0.00,    2.96842,    65.41,    2.96851,  -114.60,          0,     0.00,          0,     0.00,          0,     0.00,    2.96851,  -114.60,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5589094-1,     31.864,    68.87,          0,     0.00,          0,     0.00,          0,     0.00,     31.864,    68.87,    31.8643,  -111.14,          0,     0.00,          0,     0.00,          0,     0.00,    31.8643,  -111.14,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5954983-1,    16.4162,   -60.13,          0,     0.00,          0,     0.00,          0,     0.00,    16.4162,   -60.13,    16.4167,   119.87,          0,     0.00,          0,     0.00,          0,     0.00,    16.4167,   119.87,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5924696-2,   0.766568,   -59.42,          0,     0.00,          0,     0.00,          0,     0.00,   0.766568,   -59.42,   0.766784,   120.52,          0,     0.00,          0,     0.00,          0,     0.00,   0.766784,   120.52,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6506311-4, 0.0000486266,    46.13, 0.0000327001,   -76.79,   0.873744,    63.76,          0,     0.00,   0.873766,    63.76, 3.19148E-10,   114.23, 3.54063E-10,     9.46,   0.873759,  -116.24,          0,     0.00,   0.873759,  -116.24,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5653493-1,    8.49165,   169.10,          0,     0.00,          0,     0.00,          0,     0.00,    8.49165,   169.10,    8.49175,   -10.90,          0,     0.00,          0,     0.00,          0,     0.00,    8.49175,   -10.90,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5684836-1,    320.298,   -48.06,    166.566,   179.69,    241.326,    73.65,          0,     0.00,    115.568,    -2.87,    320.298,   131.94,    166.567,    -0.31,    241.326,  -106.35,          0,     0.00,    115.568,   177.13,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5715016-3,   0.755783,   -53.36,          0,     0.00,          0,     0.00,          0,     0.00,   0.755783,   -53.36,   0.756127,   126.55,          0,     0.00,          0,     0.00,          0,     0.00,   0.756127,   126.55,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6138614-1,    56.4873,   -10.95,    36.6727,  -146.11,    42.4298,   137.63,          0,     0.00,    6.83928,  -157.77,    56.4863,   169.05,    36.6722,    33.89,    42.4284,   -42.37,          0,     0.00,    6.83922,    22.23,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6077781-2,    256.434,   -59.68,    124.176,   169.14,    213.363,    60.58,          0,     0.00,    112.959,    -6.15,    256.434,   120.32,    124.177,   -10.86,    213.364,  -119.42,          0,     0.00,     112.96,   173.85,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5675121-1,   0.587496,    62.56,          0,     0.00,          0,     0.00,          0,     0.00,   0.587496,    62.56,   0.587913,  -117.59,          0,     0.00,          0,     0.00,          0,     0.00,   0.587913,  -117.59,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5773046-1,    18.5134,   168.99,          0,     0.00,          0,     0.00,          0,     0.00,    18.5134,   168.99,    18.5136,   -11.02,          0,     0.00,          0,     0.00,          0,     0.00,    18.5136,   -11.02,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6380809-2,    23.1848,   -59.31,    36.2017,   168.79,    8.73334,    60.91,          0,     0.00,     20.133,  -164.83,    23.1849,   120.69,    36.2018,   -11.21,    8.73342,  -119.09,          0,     0.00,     20.133,    15.17,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6018326-1,    1.68105,    65.39,          0,     0.00,          0,     0.00,          0,     0.00,    1.68105,    65.39,    1.68133,  -114.64,          0,     0.00,          0,     0.00,          0,     0.00,    1.68133,  -114.64,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5472356-1,   0.289121,   169.20,          0,     0.00,          0,     0.00,          0,     0.00,   0.289121,   169.20,   0.289268,   -10.91,          0,     0.00,          0,     0.00,          0,     0.00,   0.289268,   -10.91,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6139641-1,    385.367,   -49.14,    195.354,   178.33,    284.004,    72.19,          0,     0.00,    144.522,    -6.10,    385.367,   130.86,    195.354,    -1.67,    284.004,  -107.81,          0,     0.00,    144.523,   173.90,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6018341-1,    126.023,   -37.54,    133.862,   -53.25,    96.2598,    41.26,          0,     0.00,    279.705,   -25.53,    126.023,   142.46,     133.86,   126.75,    96.2617,  -138.74,          0,     0.00,    279.705,   154.47,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6017302-1,    2.07928,   -56.94,    25.3755,   170.19,   0.895964,    66.92,          0,     0.00,    23.7642,   171.76,    2.07956,   123.02,    25.3758,    -9.81,   0.896289,  -113.16,          0,     0.00,    23.7641,    -8.24,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6199505-1,   0.298041,   168.78,          0,     0.00,          0,     0.00,          0,     0.00,   0.298041,   168.78,   0.298124,   -11.28,          0,     0.00,          0,     0.00,          0,     0.00,   0.298124,   -11.28,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5682327-1,    19.1305,   -59.89,          0,     0.00,          0,     0.00,          0,     0.00,    19.1305,   -59.89,    19.1305,   120.11,          0,     0.00,          0,     0.00,          0,     0.00,    19.1305,   120.11,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6290243-1,    1.92162,   170.38,          0,     0.00,          0,     0.00,          0,     0.00,    1.92162,   170.38,     1.9218,    -9.64,          0,     0.00,          0,     0.00,          0,     0.00,     1.9218,    -9.64,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.X8223_48332_SW,    78.9065,   -25.85,    55.4817,  -162.48,    45.2427,   129.24,          0,     0.00,    19.2012,  -123.22,    78.9065,   154.15,    55.4817,    17.52,    45.2427,   -50.76,          0,     0.00,    19.2012,    56.78,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6413567-3,    78.9066,   -25.85,    55.4817,  -162.48,    45.2429,   129.24,          0,     0.00,    19.2012,  -123.22,    78.9065,   154.15,    55.4817,    17.52,    45.2427,   -50.76,          0,     0.00,    19.2012,    56.78,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5591731-3,    343.143,   -48.54,    168.304,   179.59,     243.93,    73.54,          0,     0.00,    129.874,    -9.76,    343.143,   131.46,    168.304,    -0.41,     243.93,  -106.46,          0,     0.00,    129.874,   170.24,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5653470-1,    1.25473,   -59.71,    0.76166,   169.55,    1.59228,    60.81,          0,     0.00,   0.796245,    33.96,    1.25501,   120.23,   0.761948,   -10.51,    1.59265,  -119.23,          0,     0.00,   0.796117,  -146.06,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6017316-1,    18.1948,   168.84,          0,     0.00,          0,     0.00,          0,     0.00,    18.1948,   168.84,    18.1951,   -11.16,          0,     0.00,          0,     0.00,          0,     0.00,    18.1951,   -11.16,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5926299-1,    1.45021,   168.67,          0,     0.00,          0,     0.00,          0,     0.00,    1.45021,   168.67,    1.45035,   -11.36,          0,     0.00,          0,     0.00,          0,     0.00,    1.45035,   -11.36,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5683831-1,    47.4118,   -57.06,    33.3682,   170.29,    24.4138,    66.71,          0,     0.00,     12.009,   -77.75,    47.4121,   122.94,    33.3686,    -9.71,    24.4142,  -113.30,          0,     0.00,    12.0092,   102.25,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6352700-1,    5.20449,   -55.25,          0,     0.00,          0,     0.00,          0,     0.00,    5.20449,   -55.25,     5.2045,   124.75,          0,     0.00,          0,     0.00,          0,     0.00,     5.2045,   124.75,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6047570-1,   0.751885,   -56.34,          0,     0.00,          0,     0.00,          0,     0.00,   0.751885,   -56.34,   0.752092,   123.61,          0,     0.00,          0,     0.00,          0,     0.00,   0.752092,   123.61,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5624342-1,    321.581,   -48.09,    168.307,   179.59,    241.325,    73.65,          0,     0.00,    114.602,    -3.27,    321.581,   131.91,    168.307,    -0.41,    241.325,  -106.35,          0,     0.00,    114.603,   176.73,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6259992-1,    1.30326,   -55.34,          0,     0.00,          0,     0.00,          0,     0.00,    1.30326,   -55.34,    1.30347,   124.63,          0,     0.00,          0,     0.00,          0,     0.00,    1.30347,   124.63,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5841919-1,   0.429342,   169.08,          0,     0.00,          0,     0.00,          0,     0.00,   0.429342,   169.08,   0.429554,   -11.02,          0,     0.00,          0,     0.00,          0,     0.00,   0.429554,   -11.02,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6380811-1,    8.18877,   168.66,          0,     0.00,          0,     0.00,          0,     0.00,    8.18877,   168.66,     8.1891,   -11.35,          0,     0.00,          0,     0.00,          0,     0.00,     8.1891,   -11.35,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5683832-1,    1.28427,   -57.14,          0,     0.00,          0,     0.00,          0,     0.00,    1.28427,   -57.14,    1.28461,   122.80,          0,     0.00,          0,     0.00,          0,     0.00,    1.28461,   122.80,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6077778-1,    1.26757,   -56.64,          0,     0.00,          0,     0.00,          0,     0.00,    1.26757,   -56.64,    1.26795,   123.29,          0,     0.00,          0,     0.00,          0,     0.00,    1.26795,   123.29,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
