Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3, Node4, Magnitude4, Angle4, pu4
"M3037449", 12.47, 1,    7289.94,  -39.0,    1.0126, 2,    3681.22, -174.7,   0.51131, 3,    7321.07,   78.6,    1.0169, 0, 0, 0, 0
"M1047457", 12.47, 2,    3686.65, -176.0,   0.51207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2710546", 12.47, 2,     3686.2, -176.0,     0.512, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2674027", 12.47, 1,    7196.67,  -40.7,    0.9996, 2,    3665.22, -175.1,   0.50909, 3,    7215.45,   77.8,    1.0022, 0, 0, 0, 0
"L2692633", 12.47, 1,    7192.79,  -40.8,   0.99906, 2,    3664.05, -175.1,   0.50893, 3,    7210.34,   77.8,    1.0015, 0, 0, 0, 0
"N1142108", 12.47, 1,    7380.38,  -38.4,    1.0251, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2674051", 12.47, 1,     7380.3,  -38.4,    1.0251, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1069135", 12.47, 1,    7282.93,  -42.1,    1.0116, 2,    4528.85, -174.6,   0.62905, 3,    7165.68,   81.5,   0.99529, 0, 0, 0, 0
"R18242", 12.47, 1,    7278.59,  -42.2,     1.011, 2,    4525.96, -174.6,   0.62864, 3,    7164.63,   81.4,   0.99515, 0, 0, 0, 0
"M1047534", 12.47, 1,    8085.91,  -44.1,    1.1231, 2,    3873.78, -176.0,   0.53806, 3,    6940.04,   75.8,   0.96395, 0, 0, 0, 0
"N1136663", 12.47, 1,    8068.49,  -44.2,    1.1207, 2,    3867.18, -176.0,   0.53714, 3,    6920.12,   75.7,   0.96119, 0, 0, 0, 0
"M1108508", 12.47, 3,    7254.96,   77.4,    1.0077, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3097861", 12.47, 3,    7254.89,   77.4,    1.0077, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1069560", 12.47, 2,    3825.07, -176.1,   0.53129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2973153", 12.47, 1,     7999.9,  -44.5,    1.1112, 2,    3817.35, -176.1,   0.53022, 3,     6860.2,   75.6,   0.95286, 0, 0, 0, 0
"N1136998", 12.47, 1,    7999.45,  -44.5,    1.1111, 2,    3816.74, -176.1,   0.53014, 3,    6860.16,   75.6,   0.95286, 0, 0, 0, 0
"L2898515", 12.47, 3,    7660.86,   80.2,    1.0641, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1166387", 12.47, 3,    7660.68,   80.2,     1.064, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1047442", 12.47, 2,    3701.63, -175.9,   0.51415, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3235250", 12.47, 2,    3701.59, -175.9,   0.51414, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1142871", 12.47, 1,    7394.49,  -37.3,    1.0271, 2,     3701.3, -174.2,    0.5141, 3,    7434.29,   79.4,    1.0326, 0, 0, 0, 0
"M1142874", 12.47, 1,    7391.28,  -37.3,    1.0266, 2,     3700.6, -174.2,     0.514, 3,    7430.63,   79.4,    1.0321, 0, 0, 0, 0
"L2955081", 12.47, 1,    7376.79,  -38.6,    1.0246, 2,    3944.87, -172.1,   0.54793, 3,    7278.47,   80.3,     1.011, 0, 0, 0, 0
"M1108315", 12.47, 1,     7373.9,  -38.7,    1.0242, 2,     3957.2, -172.0,   0.54965, 3,    7267.71,   80.4,    1.0095, 0, 0, 0, 0
"L2973162", 12.47, 1,    7160.75,  -42.2,   0.99461, 2,    4426.31, -174.8,    0.6148, 3,    7129.13,   81.5,   0.99022, 0, 0, 0, 0
"M1026333", 12.47, 1,    7160.41,  -42.2,   0.99456, 2,     4423.9, -174.8,   0.61447, 3,    7129.63,   81.5,   0.99029, 0, 0, 0, 0
"M1009832", 12.47, 2,    3770.72, -176.3,   0.52374, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2860479", 12.47, 2,     3770.7, -176.3,   0.52374, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1026854", 12.47, 1,    7945.79,  -44.9,    1.1036, 2,    3840.91, -176.0,   0.53349, 3,    6821.74,   75.5,   0.94752, 0, 0, 0, 0
"P901894", 12.47, 1,    7945.58,  -44.9,    1.1036, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1026485", 12.47, 2,    4484.14, -174.8,   0.62284, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1026492", 12.47, 2,    4483.98, -174.8,   0.62281, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"D6413567-3_INT", 12.47, 1,    7367.36,  -41.6,    1.0233, 2,    4614.62, -173.9,   0.64096, 3,    7179.18,   82.0,   0.99717, 0, 0, 0, 0
"E182724", 12.47, 1,    7367.31,  -41.6,    1.0233, 2,    4614.57, -173.9,   0.64095, 3,    7179.18,   82.0,   0.99717, 0, 0, 0, 0
"N1139541", 12.47, 1,    7369.09,  -41.6,    1.0235, 2,    4615.73, -173.9,   0.64111, 3,    7179.52,   82.0,   0.99722, 0, 0, 0, 0
"M4122658", 12.47, 1,    7245.27,  -39.7,    1.0063, 2,    3675.36, -174.9,    0.5105, 3,    7273.85,   78.3,    1.0103, 0, 0, 0, 0
"L2933135", 12.47, 1,    7245.16,  -39.7,    1.0063, 2,    3675.34, -174.9,    0.5105, 3,    7273.72,   78.3,    1.0103, 0, 0, 0, 0
"L2729414", 12.47, 1,     7854.9,  -44.7,     1.091, 2,    3833.32, -175.6,   0.53244, 3,     6719.8,   75.7,   0.93336, 0, 0, 0, 0
"L2729430", 12.47, 2,    3790.21, -176.2,   0.52645, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2766742", 12.47, 2,    3786.53, -176.2,   0.52594, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1026972", 12.47, 2,    3718.47, -176.4,   0.51649, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2860483", 12.47, 2,    3718.35, -176.4,   0.51647, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2860490", 12.47, 1,    7269.33,  -42.2,    1.0097, 2,     4520.7, -174.6,   0.62791, 3,     7160.4,   81.4,   0.99456, 0, 0, 0, 0
"L3104134", 12.47, 1,    7264.15,  -42.2,     1.009, 2,     4517.6, -174.6,   0.62748, 3,    7157.96,   81.4,   0.99422, 0, 0, 0, 0
"M1089144", 12.47, 1,    7154.65,  -40.4,   0.99376, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"P827522", 12.47, 1,    7154.64,  -40.4,   0.99376, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1089118", 12.47, 1,    7420.03,  -41.4,    1.0306, 2,    4656.83, -173.6,   0.64682, 3,    7216.71,   82.3,    1.0024, 0, 0, 0, 0
"L3048208", 12.47, 1,    7419.97,  -41.4,    1.0306, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1108505", 12.47, 1,    7207.07,  -40.5,     1.001, 2,     3668.4, -175.1,   0.50953, 3,    7228.93,   78.0,    1.0041, 0, 0, 0, 0
"L2955047", 12.47, 1,    7203.88,  -40.5,    1.0006, 2,    3667.44, -175.1,    0.5094, 3,    7224.83,   77.9,    1.0035, 0, 0, 0, 0
"M1089148", 12.47, 1,    7151.77,  -40.4,   0.99336, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2766721", 12.47, 1,    7151.66,  -40.4,   0.99335, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1026745", 12.47, 2,    3680.88, -176.0,   0.51126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3029183", 12.47, 2,    3680.83, -176.0,   0.51126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2710512", 12.47, 2,    3704.12, -176.5,   0.51449, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1047828", 12.47, 2,    3701.91, -176.5,   0.51419, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1047342", 12.47, 1,    7256.36,  -42.2,    1.0079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3197645", 12.47, 1,    7256.23,  -42.2,    1.0079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1069192", 12.47, 1,    7351.45,  -41.7,    1.0211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3235253", 12.47, 1,    7351.31,  -41.7,    1.0211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3214071", 12.47, 1,    7345.28,  -38.1,    1.0202, 2,    3690.93, -174.4,   0.51266, 3,    7379.04,   79.0,    1.0249, 0, 0, 0, 0
"M1125952", 12.47, 1,    7340.84,  -38.1,    1.0196, 2,    3689.98, -174.4,   0.51253, 3,    7374.04,   79.0,    1.0242, 0, 0, 0, 0
"M1027101", 12.47, 2,     3702.2, -176.5,   0.51423, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2860480", 12.47, 2,    3702.04, -176.5,    0.5142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2710517", 12.47, 1,    7804.47,  -44.8,     1.084, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1026646", 12.47, 1,    7803.09,  -44.8,    1.0838, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1069662", 12.47, 2,     3802.2, -176.2,   0.52812, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2935547", 12.47, 2,    3802.16, -176.2,   0.52811, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1026931", 12.47, 1,     7924.3,  -45.0,    1.1007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3216336", 12.47, 1,    7923.79,  -45.0,    1.1006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3142049", 12.47, 1,    7225.37,  -40.1,    1.0036, 2,    3671.85, -175.0,   0.51001, 3,    7250.52,   78.1,    1.0071, 0, 0, 0, 0
"M1108493", 12.47, 1,    7219.78,  -40.2,    1.0028, 2,    3670.79, -175.0,   0.50986, 3,    7243.94,   78.1,    1.0062, 0, 0, 0, 0
"M1069169", 12.47, 1,     7356.6,  -41.7,    1.0218, 2,    4607.67, -173.9,   0.63999, 3,    7177.07,   82.0,   0.99688, 0, 0, 0, 0
"L3010556", 12.47, 1,    7350.74,  -41.7,     1.021, 2,    4601.62, -174.0,   0.63915, 3,    7175.64,   82.0,   0.99668, 0, 0, 0, 0
"L2991933", 12.47, 3,    6762.74,   75.4,   0.93933, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3122837", 12.47, 3,    6762.01,   75.4,   0.93923, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2691936", 12.47, 1,    7923.25,  -45.0,    1.1005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2897772", 12.47, 1,     7210.2,  -42.2,    1.0015, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3101814", 12.47, 1,     7210.2,  -42.2,    1.0015, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2766732", 12.47, 2,    4484.29, -174.8,   0.62286, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2989564", 12.47, 2,    3802.36, -176.2,   0.52814, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1126016", 12.47, 1,    7192.72,  -40.5,   0.99905, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3120534", 12.47, 1,    7192.38,  -40.5,     0.999, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1026330", 12.47, 1,    7159.98,  -42.2,    0.9945, 2,     4419.2, -174.9,   0.61381, 3,    7130.71,   81.5,   0.99044, 0, 0, 0, 0
"L2766726", 12.47, 2,    4419.16, -174.9,   0.61381, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"P901912", 12.47, 2,    3825.92, -175.8,   0.53141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3195365", 12.47, 2,    3825.92, -175.8,   0.53141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1108381", 12.47, 1,    7251.31,  -39.3,    1.0072, 2,    3666.94, -174.8,   0.50933, 3,    7289.41,   78.5,    1.0125, 0, 0, 0, 0
"L3254237", 12.47, 1,    7250.29,  -39.3,     1.007, 2,    3666.57, -174.8,   0.50928, 3,    7288.53,   78.5,    1.0124, 0, 0, 0, 0
"L2804262", 12.47, 1,     7943.1,  -44.9,    1.1033, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2841639", 12.47, 1,    7940.73,  -44.9,    1.1029, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"N1230123", 12.47, 2,    3670.12, -174.8,   0.50977, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2708744", 12.47, 2,    3669.35, -174.8,   0.50966, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1069519", 12.47, 1,    7810.16,  -42.8,    1.0848, 2,       3849, -175.9,   0.53462, 3,    7166.14,   76.5,   0.99536, 0, 0, 0, 0
"P901927", 12.47, 2,    3848.99, -175.9,   0.53461, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2897790", 12.47, 3,    7167.54,   76.5,   0.99555, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2935566", 12.47, 3,     7167.4,   76.5,   0.99553, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3216337", 12.47, 1,    7924.24,  -45.0,    1.1007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"P901931", 12.47, 3,    7167.79,   76.5,   0.99559, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1069548", 12.47, 3,    7167.77,   76.5,   0.99558, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1010013", 12.47, 1,    7778.39,  -45.4,    1.0804, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3120503", 12.47, 1,    7778.33,  -45.4,    1.0804, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1089145", 12.47, 1,    7154.51,  -40.4,   0.99374, 2,    4254.03, -172.9,   0.59087, 3,     7123.4,   81.7,   0.98942, 0, 0, 0, 0
"L3215385", 12.47, 1,    7154.44,  -40.4,   0.99373, 2,    4253.95, -172.9,   0.59086, 3,    7123.31,   81.7,   0.98941, 0, 0, 0, 0
"M1026852", 12.47, 1,    7939.28,  -45.0,    1.1027, 2,    3838.91, -176.1,   0.53322, 3,    6816.85,   75.5,   0.94684, 0, 0, 0, 0
"M1069420", 12.47, 1,    7958.47,  -44.7,    1.1054, 2,    3751.05, -175.8,   0.52101, 3,    6693.91,   74.9,   0.92977, 0, 0, 0, 0
"L3157708", 12.47, 3,    6826.94,   75.6,   0.94824, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"N1137991", 12.47, 3,    6826.93,   75.6,   0.94824, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1108413", 12.47, 1,    7254.76,  -39.3,    1.0077, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1108460", 12.47, 1,    7252.44,  -39.3,    1.0073, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"P827532", 12.47, 1,    7236.51,  -42.2,    1.0051, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1047326", 12.47, 1,    7236.49,  -42.2,    1.0051, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"E182732", 12.47, 1,    7889.91,  -44.7,    1.0959, 2,     3833.1, -175.6,   0.53241, 3,    6745.65,   75.7,   0.93695, 0, 0, 0, 0
"M1026760", 12.47, 1,    7889.13,  -44.7,    1.0958, 2,    3833.09, -175.6,   0.53241, 3,    6745.07,   75.7,   0.93687, 0, 0, 0, 0
"L3048205", 12.47, 3,    7173.03,   80.2,   0.99632, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1108361", 12.47, 3,    7159.69,   80.1,   0.99446, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M3036169", 12.47, 1,    7807.53,  -44.8,    1.0844, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2673317", 12.47, 1,    7807.45,  -44.8,    1.0844, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3178981", 12.47, 2,    4524.21, -174.6,    0.6284, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1047368", 12.47, 2,    4516.06, -174.6,   0.62727, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"N1136354", 12.47, 1,    7809.57,  -42.8,    1.0847, 2,    3847.13, -176.0,   0.53436, 3,    7167.28,   76.5,   0.99552, 0, 0, 0, 0
"L2879794", 12.47, 1,    7406.89,  -37.4,    1.0288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1142811", 12.47, 1,    7406.62,  -37.4,    1.0288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1069565", 12.47, 2,    3827.26, -176.1,    0.5316, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2785536", 12.47, 2,     3827.1, -176.1,   0.53157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3104114", 12.47, 2,    3778.57, -176.3,   0.52483, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1009824", 12.47, 2,    3776.94, -176.3,   0.52461, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2745848", 12.47, 1,    7965.09,  -44.6,    1.1063, 2,    3784.22, -175.7,   0.52562, 3,    6733.76,   75.2,    0.9353, 0, 0, 0, 0
"L2673308", 12.47, 1,    7964.66,  -44.6,    1.1063, 2,    3782.39, -175.7,   0.52536, 3,    6731.69,   75.1,   0.93501, 0, 0, 0, 0
"L2991939", 12.47, 1,    7963.83,  -44.7,    1.1062, 2,    3778.91, -175.8,   0.52488, 3,     6727.6,   75.1,   0.93445, 0, 0, 0, 0
"L2916606", 12.47, 3,    7193.03,   80.2,   0.99909, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2822864", 12.47, 3,    7192.92,   80.2,   0.99908, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1142851", 12.47, 1,    7431.27,  -36.7,    1.0322, 2,    3709.24, -174.0,    0.5152, 3,    7475.92,   79.7,    1.0384, 0, 0, 0, 0
"196-31070", 12.47, 1,    7430.07,  -36.7,     1.032, 2,    3708.99, -174.0,   0.51517, 3,    7474.55,   79.7,    1.0382, 0, 0, 0, 0
"M1209822", 12.47, 3,     7429.5,   83.8,    1.0319, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1209823", 12.47, 3,    7426.28,   83.8,    1.0315, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1069550", 12.47, 2,    3829.57, -176.1,   0.53192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1069551", 12.47, 2,    3829.37, -176.1,   0.53189, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3141397", 12.47, 2,    3718.28, -176.4,   0.51646, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3649299", 12.47, 1,    7970.51,  -44.8,    1.1071, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M3772794", 12.47, 1,    7970.46,  -44.8,    1.1071, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"P895106", 12.47, 2,    3683.42, -174.6,   0.51162, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3048887", 12.47, 2,     3683.2, -174.6,   0.51159, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1047824", 12.47, 2,    3705.26, -176.5,   0.51465, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1047834", 12.47, 2,    3703.03, -176.5,   0.51434, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1069350", 12.47, 1,    7960.91,  -44.7,    1.1058, 2,    3730.77, -175.7,   0.51819, 3,    6661.66,   74.7,   0.92529, 0, 0, 0, 0
"N1144668", 12.47, 1,    7961.22,  -44.7,    1.1058, 2,    3730.54, -175.7,   0.51816, 3,     6660.7,   74.7,   0.92515, 0, 0, 0, 0
"L2879072", 12.47, 2,    3710.03, -175.9,   0.51531, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1047441", 12.47, 2,    3702.85, -175.9,   0.51432, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1108274", 12.47, 2,    4648.73, -173.6,    0.6457, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1108269", 12.47, 2,    4648.65, -173.6,   0.64569, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3235244", 12.47, 1,    7951.44,  -44.7,    1.1044, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1069398", 12.47, 1,    7951.06,  -44.7,    1.1044, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"N1147862", 12.47, 1,    7888.94,  -45.2,    1.0958, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2685805", 12.47, 1,    7888.79,  -45.2,    1.0957, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1069247", 12.47, 1,    7961.61,  -44.7,    1.1058, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1069248", 12.47, 1,    7961.36,  -44.7,    1.1058, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2786273", 12.47, 2,    4648.21, -173.6,   0.64562, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1108278", 12.47, 2,    4647.82, -173.6,   0.64557, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3254238", 12.47, 1,    7205.73,  -42.2,    1.0009, 2,    4473.02, -174.7,   0.62129, 3,    7131.86,   81.5,    0.9906, 0, 0, 0, 0
"M1047303", 12.47, 1,    7201.33,  -42.2,    1.0002, 2,    4468.17, -174.7,   0.62062, 3,    7129.43,   81.5,   0.99026, 0, 0, 0, 0
"M1047633", 12.47, 3,    6857.95,   75.6,   0.95255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2897554", 12.47, 3,    6857.35,   75.6,   0.95247, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1069627", 12.47, 2,    3801.46, -176.2,   0.52801, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2897791", 12.47, 2,    3800.69, -176.2,   0.52791, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1089097", 12.47, 2,    4651.61, -173.6,    0.6461, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1108270", 12.47, 2,     4650.9, -173.6,     0.646, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"N1142101", 12.47, 1,    7228.22,  -40.1,     1.004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2936214", 12.47, 1,    7228.16,  -40.1,     1.004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3066810", 12.47, 3,    6705.62,   75.0,   0.93139, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2897769", 12.47, 3,    6704.46,   75.0,   0.93123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1209758", 12.47, 2,    1406.91, -174.7,   0.19542, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1209753", 12.47, 2,    1024.66, -174.7,   0.14232, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1047528", 12.47, 1,    8038.64,  -44.4,    1.1165, 2,     3855.4, -176.0,   0.53551, 3,    6887.93,   75.6,   0.95672, 0, 0, 0, 0
"L2858166", 12.47, 1,    8038.22,  -44.4,    1.1165, 2,    3855.23, -176.0,   0.53548, 3,    6887.57,   75.6,   0.95667, 0, 0, 0, 0
"M1142843", 12.47, 1,    7442.95,  -36.5,    1.0338, 2,    3711.68, -174.0,   0.51554, 3,    7489.35,   79.8,    1.0403, 0, 0, 0, 0
"L3081380", 12.47, 1,     7438.6,  -36.6,    1.0332, 2,    3725.52, -173.9,   0.51747, 3,    7476.12,   79.8,    1.0384, 0, 0, 0, 0
"L2804272", 12.47, 2,    3829.14, -176.1,   0.53186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2841641", 12.47, 2,    3829.09, -176.1,   0.53185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1069393", 12.47, 2,     3722.1, -175.9,   0.51699, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1069408", 12.47, 2,    3719.54, -175.9,   0.51663, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"N1142104", 12.47, 1,    7211.71,  -40.4,    1.0017, 2,    3669.27, -175.0,   0.50965, 3,    7234.41,   78.0,    1.0048, 0, 0, 0, 0
"M1108500", 12.47, 1,    7208.73,  -40.4,    1.0013, 2,    3668.71, -175.1,   0.50957, 3,    7230.89,   78.0,    1.0044, 0, 0, 0, 0
"L3216348", 12.47, 1,    7776.98,  -44.9,    1.0802, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2841627", 12.47, 1,    7775.41,  -44.9,      1.08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2916599", 12.47, 1,    7929.04,  -45.0,    1.1013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1047447", 12.47, 2,    3695.21, -176.0,   0.51325, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2954349", 12.47, 2,    3695.14, -176.0,   0.51324, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L3235246", 12.47, 2,     3705.4, -176.5,   0.51467, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"M1125911", 12.47, 2,    3882.07, -172.6,   0.53921, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"L2711224", 12.47, 2,    3881.31, -172.6,    0.5391, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"N1147863", 12.47, 3,    6779.56,   75.4,   0.94166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
